program_id,school_name,city,state,program_url,url_status,search_attempts,url_confidence,fact_sheet_url,search_query_used,scrape_notes,estimated_year,validation_status,rejection_reason,total_program_cost,data_year,tuition_per_year,fees_per_year,rediscovery_status,apta_program_url,outcomes_url,extracted_from_url,graduation_rate_pct,board_pass_rate_pct,employment_rate_pct,apta_landing_confirmed,program_length_months,extraction_notes,cost_basis,cost_components,tuition_instate,tuition_is_oos
177,Plymouth State University,,New Hampshire,https://www.plymouth.edu/doctor-physical-therapy/program/dpt/doctor-physical-therapy,url_found,3,high,https://www.plymouth.edu/sites/default/files/media/2025-10/2024-2025-dpt-student-financial-fact-sheet-PSU.pdf,Plymouth State University DPT financial fact sheet,,2025,valid,,107787,2024-2025,32940,1802,,https://www.plymouth.edu/doctor-physical-therapy/program/dpt/doctor-physical-therapy,https://www.plymouth.edu/doctor-physical-therapy/program/dpt/doctor-physical-therapy,,,,,,36,len:dpt-student-financial-fact-sheet-PSU.pdf,per_year,"OOS: $32,940+$33,762+$34,605/yr + fees+other",27870,yes
181,Kean University,,New Jersey,https://www.kean.edu/academics/physical-therapy,url_found,3,high,https://www.kean.edu/media/2022-2023-dpt-student-financial-fact-sheet,Kean University DPT financial fact sheet,,2022,valid,,396552,2024-2025,49638,3545,,https://www.kean.edu/academics/physical-therapy,https://www.kean.edu/academics/school-physical-therapy/dpt-accreditation,,,,,True,36,cost+len:apta_direct+cost:subnt-accounting/tuition-and-fees-2025-2026|len:subhysical-therapy/dpt-fin,total,In-state: tuition+fees+expenses Yr1-3,,
178,"Rutgers, The State University of New Jersey",,New Jersey,https://shp.rutgers.edu/rehabilitation-movement-sciences/doctorate-in-physical-therapy/,url_found,3,high,https://shp.rutgers.edu/wp-content/uploads/Rutgers-DPT-Program-2025-DPT-Student-Financial-Fact-Sheet-by-Majsak-for-Webpage-Posting-10-13-25.pdf,"Rutgers, The State University of New Jersey DPT financial fact sheet",,2025,valid,,124521,2025,42596,6675,,https://shp.rutgers.edu/rehabilitation-movement-sciences/doctorate-in-physical-therapy/,https://shp.rutgers.edu/rehabilitation-movement-sciences/doctorate-in-physical-therapy/,,,,,,28,len+cost:-Majsak-for-Webpage-Posting-10-13-25.pdf,per_year,42596/yr x 2.3yr + fees + other costs,,
180,Seton Hall University,,New Jersey,http://www.shu.edu/academics/doctor-physical-therapy.cfm,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,Seton Hall University DPT financial fact sheet,,2020,confirmed_landing,"This is a landing/overview page for Seton Hall's DPT program with no financial data (tuition, fees, total program cost). While it contains some outcome data (100% NPTE pass rate, 100% employment rate within 1 year), the financial information required for the data pipeline is not present on this page. A link to 'Learn More' about scholarships and financial aid suggests the detailed cost information is on a separate page.",,2024-2025,,,,http://www.shu.edu/academics/doctor-physical-therapy.cfm,http://www.shu.edu/physical-therapy/outcomes.cfm,,,100.0,100.0,,35,len:sub/bursar/tuition-and-fees.html,,,,
179,Stockton University,,New Jersey,https://stockton.edu/graduate/physical-therapy.html,url_found,3,high,https://stockton.edu/graduate/documents/Stocktondptstudentfinancialfactsheet.pdf,Stockton University DPT financial fact sheet,,,valid,,111847,2025,38244,3368,,https://stockton.edu/graduate/physical-therapy.html,https://stockton.edu/graduate/physical-therapy.html,,,,,,31,len:Stocktondptstudentfinancialfactsheet.pdf,total,"In-state: $24,940+$37,633+$32,972; OOS: $38,244+$57,347+$50,317; fees: $11,450; other: $4,852",24940,yes
182,University of New Mexico,,New Mexico,https://hsc.unm.edu/medicine/departments/ortho-rehab/physical-therapy/,url_found,3,high,,University of New Mexico DPT financial fact sheet,,2023,confirmed_landing,"This is a general program overview and history page for University of New Mexico's DPT program. While it contains some outcome metrics (graduation rate, board pass rate, employment rate), it lacks specific financial data (tuition, fees, total program cost). The financial information would typically be found on a separate admissions, tuition, or cost of attendance page.",,,,,,https://hsc.unm.edu/medicine/departments/ortho-rehab/physical-therapy/,https://hsc.unm.edu/medicine/departments/ortho-rehab/physical-therapy/,,,,,,33,"AUDIT_CLEARED: fact_sheet is Univ of Montana, not U New Mexico",,,,
29,Clarkson University,,New York,https://www.clarkson.edu/academics/schools-colleges/health/physical-therapy-department,url_found,3,high,https://www.clarkson.edu/sites/default/files/2024-01/2023-dpt-student-financial-fact-sheet.pdf,Clarkson University DPT financial fact sheet,,2024,valid,,101752,2024-2025,25438,9567,,https://www.clarkson.edu/academics/schools-colleges/health/physical-therapy-department,https://www.clarkson.edu/academics/majors-minors/dpt,https://www.clarkson.edu/academics/schools-colleges/health/physical-therapy-department,90.5,87.3,100.0,True,36,len+cost:leges/health/physical-therapy-department,per_semester,"$12,719/sem x 8sem + fees",,
11,Columbia University,,New York,https://www.vagelos.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy,url_found,3,high,https://www.vagelos.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy/financial-fact-sheet,Columbia University DPT financial fact sheet,,,valid,,153055,2023-2024,40978,11459,,https://www.vagelos.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy,https://www.ps.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy/accreditation,,,,,True,32,cost+len:apta_direct+cost:subor-physical-therapy/financial-fact-sheet|len:subor-physical-therapy/fin,,,,
23,D'youville College,,New York,,url_found,3,high,https://www.dyu.edu/sites/default/files/2025-07/Financial%20Fact%20Sheet%202025%20final%207_24.pdf,D'youville College DPT financial fact sheet,,2025,valid,,129395,2025,40250,1700,,,,,,,,,33,len+cost:20Fact%20Sheet%202025%20final%207_24.pdf,total,"Year 1: $43,245 + Year 2: $47,590 + Year 3: $38,560",,
12,Daemen University,,New York,http://www.daemen.edu/academics/areas-study/physical-therapy,url_found,3,high,https://daemen.edu/sites/daemen/files/documents/dpt-student-financial-fact-sheet.pdf,Daemen University DPT financial fact sheet,,,valid,,128787,2025,42735,1195,,http://www.daemen.edu/academics/areas-study/physical-therapy,https://www.daemen.edu/academics/scott-bieler-college-health-professions/physical-therapy/student-outcomes,,,,,,32,len+cost:nts/dpt-student-financial-fact-sheet.pdf,total,"Year 1: $46,151 + Year 2: $44,890 + Year 3: $37,746",,
31,Dominican University New York,,New York,https://www.duny.edu/physical-therapy/dpt-program/,url_found,3,high,https://www.duny.edu/wp-content/uploads/2021/06/PT-Financial-Fact-Sheet-2025.pdf,Dominican University New York DPT financial fact sheet,,2021,valid,,129639,2025-2026,39200,1425,,https://www.duny.edu/physical-therapy/dpt-program/,https://www.duny.edu/physical-therapy/dpt-program/,,,,,,35,len+cost:2021/06/PT-Financial-Fact-Sheet-2025.pdf,total,"Y1: $39,200 tuition + $1,425 fees + $1,365 other; Y2-Y3 similar; Y4 reduced",,
13,Hunter College (CUNY),,New York,https://hunter.cuny.edu/physical-therapy/,url_found,3,high,https://www2.hunter.cuny.edu/pending-migration/pt/2022-2023-hunter-college-dpt-financial-fact-sheet.pdf,Hunter College (CUNY) DPT financial fact sheet,,2022,valid,,111654,2022-2023,40850,463,,https://hunter.cuny.edu/physical-therapy/,https://hunter.cuny.edu/physical-therapy/cohort-profiles/,,,,,True,36,cost+len:fact_sheet_stale,per_year,"OOS: $40,850+$385+$1k/yr x 3yr",17300,yes
14,Ithaca College,,New York,http://www.ithaca.edu/pt,url_found,3,high,https://www.ithaca.edu/sites/default/files/2025-09/2025-dpt-student-financial-fact-sheet.pdf,Ithaca College DPT financial fact sheet,,2025,valid,,184047,2025,54556,,,http://www.ithaca.edu/pt,http://www.ithaca.edu/pt,,,,,,28,len+cost:025-dpt-student-financial-fact-sheet.pdf,total,"Yr1: $61,126 + Yr2: $54,679 + Yr3: $60,535 + Yr4: $7,707",,
15,Long Island University - Brooklyn Campus,,New York,www.liu.edu/dpt,url_found,3,high,,Long Island University - Brooklyn Campus DPT financial fact sheet,,2025,fetch_failed,no_url,,,,,,www.liu.edu/dpt,www.liu.edu/dpt,,,,,,29,"AUDIT_CLEARED: fact_sheet is Andrews University, not LIU Brooklyn",,,,
34,Marist College,,New York,,url_found,3,high,,Marist College DPT financial fact sheet,,2024,fetch_failed,no_url,,,,,,,,,,,,,36,"AUDIT_CLEARED: fact_sheet is Boston University, not Marist College",,,,
25,Mercy University,,New York,https://www.mercy.edu/academics/programs/doctor-physical-therapy-details,url_found,3,high,https://www.mercy.net/content/dam/mercy/en/pdf/Residency-Fellowship-Financial-Fact-Sheet.pdf,Mercy University DPT financial fact sheet,,,confirmed_landing,"This is a correct school and correct DPT program page, but it does not contain financial data (tuition, fees, total program cost) or outcome data (graduation rate, board pass rate, employment rate). The page is a program overview/landing page with general information about admissions, curriculum, and program highlights. Financial information would be found through the 'Financial Aid' link or other dedicated pages.",550,2026-2027,,,,https://www.mercy.edu/academics/programs/doctor-physical-therapy-details,https://www.mercy.edu/academics/programs/doctor-physical-therapy-details,,,,,,,AUDIT_CLEARED: length=12mo impossible for DPT; cost already null,total,$275/year x 2 years,,
30,Nazareth University,,New York,https://www2.naz.edu/dept/physical-therapy,url_found,3,high,https://phhp.ufl.edu/wordpress/files/2025/11/2025-dpt-student-financial-fact-sheet-1-updated.docx,Nazareth University DPT financial fact sheet,,2025,valid,,206810,2025,66333,,,https://www2.naz.edu/dept/physical-therapy,https://www2.naz.edu/dept/physical-therapy,https://www2.naz.edu/dept/physical-therapy,98.0,89.0,100.0,True,36,cost+len:apta_direct+cost:sub/download_file/view/20832/1704|len:sub/download_file/view/20832/1704,,,,
28,New York Institute of Technology,,New York,https://www.nyit.edu/academics/degrees/physical-therapy-dpt/,url_found,3,high,https://files.nyit.edu/files/health_professions/DPT_StudentFinancialFactSheet25.pdf,New York Institute of Technology DPT financial fact sheet,,,valid,,165347,2025,62580,2760,,https://www.nyit.edu/academics/degrees/physical-therapy-dpt/,https://www.nyit.edu/academics/health-professions/physical-therapy/about/outcomes-and-objectives/,,,,,,36,len+cost:ions/DPT_StudentFinancialFactSheet25.pdf,total,"Year 1: $67,440 + Year 2: $59,960 + Year 3: $37,947",,
26,New York Medical College,,New York,https://www.nymc.edu/shsp/programs/physical-therapy/,url_found,3,high,,New York Medical College DPT financial fact sheet,,,confirmed_landing,"Page is a general overview/landing page for NYMC's DPT program. While it mentions 'tuition' and 'financial fact sheet' as clickable links, the actual financial data (tuition per year, fees, total cost) is not present on this page itself. The page does contain some outcome data: 2-Year Average Licensure Pass Rate of 95.4% and 100% 2-Year Average Employment Rate are mentioned, but specific graduation rate, board pass rate percentage, and fees are not provided. The financial details require clicking to a linked sub-page.",,,,,,https://www.nymc.edu/shsp/programs/physical-therapy/,https://www.nymc.edu/shsp/programs/physical-therapy/outcomes/,,,,,,36,"AUDIT_CLEARED: fact_sheet is NYIT (nyit.edu), not NY Medical College",,,,
16,New York University,,New York,https://steinhardt.nyu.edu/degree/doctor-physical-therapy,url_found,3,high,https://www.unlv.edu/sites/default/files/media/document/2023-11/UNLV-DPT-Financial-Factsheet-2023.pdf,New York University DPT financial fact sheet,,2023,valid,,189040,2025-2026,56712,,,https://steinhardt.nyu.edu/degree/doctor-physical-therapy,https://steinhardt.nyu.edu/degree/doctor-physical-therapy,https://steinhardt.nyu.edu/degree/doctor-physical-therapy,97.6,98.6,100.0,True,36,cost+len:apta_direct+cost:subl-therapy/tuition-fees-and-financial-aid|len:subl-therapy/tuition-fees-,,,,
17,Russell Sage College,,New York,https://www.sage.edu/academics/schools/health-sciences/physical-therapy-programs/,url_found,3,high,https://www.sage.edu/wp-content/uploads/2025/10/2025-dpt-student-financial-fact-sheet.docx,Russell Sage College DPT financial fact sheet,,2025,fetch_failed,no_url,,,,,,https://www.sage.edu/academics/schools/health-sciences/physical-therapy-programs/,https://www.sage.edu/academics/schools/health-sciences/physical-therapy-programs/,,,,,,,,,,,
19,SUNY (State University of NY) Downstate Health  Sciences University,,New York,https://www.downstate.edu/education-training/school-of-health-professions/programs/physical-therapy/index.html,url_found,3,high,https://www.downstate.edu/education-training/school-of-health-professions/programs/physical-therapy/_documents/2023_financial_fact_sheet.pdf,SUNY (State University of NY) Downstate Health  Sciences University DPT financial fact sheet,,2023,valid,,86966,2024-2025,24820,691,,https://www.downstate.edu/education-training/school-of-health-professions/programs/physical-therapy/index.html,https://www.downstate.edu/education-training/school-of-health-professions/programs/physical-therapy/accreditation-outcomes.html,,,,,True,36,cost+len:apta_direct+cost:sub_documents/2024_financial_fact_sheet.pdf|len:sub_documents/2024_financi,total,"In-state: Y1 $11,103 + Y2 $38,049 + Y3 $37,063",,
21,State University of NY Upstate Medical University,,New York,https://www.upstate.edu/chp/programs/physical-therapy/index.php,url_found,3,high,,State University of NY Upstate Medical University DPT financial fact sheet,,2025,valid,,,,,,,https://www.upstate.edu/chp/programs/physical-therapy/index.php,https://www.upstate.edu/chp/programs/physical-therapy/accreditation-program-data.php,,,,,,33,"AUDIT_CLEARED: fact_sheet is Idaho State University, not SUNY Upstate",,,,
20,Stony Brook University,,New York,https://healthprofessions.stonybrookmedicine.edu/programs/pt,url_found,3,high,https://healthprofessions.stonybrookmedicine.edu/sites/default/files/Financial%20Fact%20Sheet%202024.docx%20%281%29.pdf,Stony Brook University DPT financial fact sheet,,2020,valid,,112937,2023-2025,32518,3128,,https://healthprofessions.stonybrookmedicine.edu/programs/pt,https://healthprofessions.stonybrookmedicine.edu/programs/pt,https://healthprofessions.stonybrookmedicine.edu/programs/pt,97.0,91.5,100.0,True,,len+cost:/programs/pt,,,,
33,Stony Brook University - Expansion Program at  Southampton Campus,,New York,,url_found,3,high,https://healthprofessions.stonybrookmedicine.edu/sites/default/files/Financial%20Fact%20Sheet%202024.docx%20%281%29.pdf,Stony Brook University - Expansion Program at  Southampton Campus DPT financial fact sheet,,2020,valid,,129657,2024,43219,3128,,,,,,,,,35,cost+len:fact_sheet_stale,per_year,"$43,219/yr x 3yr (in-st w/SBU ins)",,
24,The College of Staten Island,,New York,https://www.csi.cuny.edu/academics-and-research/departments-programs/physical-therapy,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,The College of Staten Island DPT financial fact sheet,,2020,confirmed_landing,"This is the correct school's DPT program landing page, but it does not contain financial data (tuition, fees, total program cost) or outcome metrics (graduation rate, board pass rate, employment rate). The page mentions 'CUNY tuition' generally and references 'Licensure Pass Rates and FAQs' as a link, but does not provide the actual data on this page.",,2020-2021,,,,https://www.csi.cuny.edu/academics-and-research/departments-programs/physical-therapy,https://www.csi.cuny.edu/academics-and-research/departments-programs/physical-therapy/frequently-asked-questions,,,,,,36,len:sub/media/24031,,,,
22,Touro University,,New York,https://shs.touro.edu/programs/doctor-of-physical-therapy/,url_found,3,high,,Touro University DPT financial fact sheet,,2024,valid,,,,,,,https://shs.touro.edu/programs/doctor-of-physical-therapy/,https://shs.touro.edu/programs/doctor-of-physical-therapy/program-statistics/,,,,,True,,"AUDIT_CLEARED: fact_sheet is Touro Nevada, not Touro NY; length 11mo wrong",,,,
32,Touro University - EXPANSION PROGRAM at NYC,,New York,,url_found,3,high,,Touro University - EXPANSION PROGRAM at NYC DPT financial fact sheet,,2024,valid,,,,,,,,,,,,,,,AUDIT_CLEARED: fact_sheet is Touro Nevada; length 49mo wrong,,,,
18,"University at Buffalo, State University of New York",,New York,http://sphhp.buffalo.edu/rs/dpt/,url_found,3,high,https://publichealth.buffalo.edu/content/dam/sphhp/rehabilitation-science/UB%20DPT%202022-2023-dpt-student-financial-fact-sheet.pdf,"University at Buffalo, State University of New York DPT financial fact sheet",,2020,valid,,93108,2024,24390,2882,,http://sphhp.buffalo.edu/rs/dpt/,http://sphhp.buffalo.edu/rehabilitation-science/education/doctor-of-physical-therapy-dpt.html,http://sphhp.buffalo.edu/rs/dpt/,96.5,89.0,100.0,True,36,len:subtor-of-physical-therapy-/admissions.html,,,,
27,Utica University,,New York,https://www.utica.edu/academics/programs/physical-therapy-entry-level,url_found,3,high,https://med.emory.edu/departments/rehabilitation-medicine/_documents/dpt-student-financial-fact-sheet_dectwentyfive.pdf,Utica University DPT financial fact sheet,,,valid,,169068,2025-2026,46468,,,https://www.utica.edu/academics/programs/physical-therapy-entry-level,https://www.utica.edu/academics/programs/physical-therapy-entry-level,https://www.utica.edu/academics/programs/physical-therapy-entry-level,98.5,77.1,100.0,,,len+cost:cs/programs/physical-therapy-entry-level+cost:subn-and-fees/tuition-and-fees-utica-campus|l,,,,
194,Campbell University,,North Carolina,https://cphs.campbell.edu/academic-programs/physical-therapy/doctor-of-physical-therapy/,url_found,3,high,https://assets.campbell.edu/wp-content/uploads/sites/17/2025/01/2024-dpt-student-financial-fact-sheet-Campbell-University-2024.pdf,Campbell University DPT financial fact sheet,,2025,valid,,133765,2024,40093,3295,,https://cphs.campbell.edu/academic-programs/physical-therapy/doctor-of-physical-therapy/,https://cphs.campbell.edu/academic-programs/physical-therapy/doctor-of-physical-therapy/program-outcomes/,,,,,True,36,cost+len:fact_sheet_stale,total,"Yr1: $43135, Yr2: $44830, Yr3: $45800",,
188,Duke University,,North Carolina,https://medschool.duke.edu/education/health-professions-education-programs/doctor-physical-therapy-program,url_found,3,high,https://medschool.duke.edu/sites/default/files/2026-01/FinancialFactSheet2026Ortho.pdf,Duke University DPT financial fact sheet,,2026,valid,,,2024-2025,,,,https://medschool.duke.edu/education/health-professions-education-programs/doctor-physical-therapy-program,https://dpt.duhs.duke.edu/about/about-duke-doctor-physical-therapy-program,https://medschool.duke.edu/education/health-professions-education-programs/doctor-physical-therapy-program,100.0,89.25,100.0,,,len+cost:programs/doctor-physical-therapy-program+cost:subsical-therapy-program/admissions/tuition|l,,,,
189,East Carolina University,,North Carolina,https://pt.ecu.edu/,url_found,3,high,https://pt.ecu.edu/wp-content/pv-uploads/sites/412/2021/06/Financial-Fact-Sheet-2021-22.pdf,East Carolina University DPT financial fact sheet,,2021,confirmed_landing,"This is the main landing/overview page for East Carolina University's DPT program. While it confirms this is the correct school and program, it does not contain any financial data (tuition, fees, total program cost) or outcome metrics (graduation rate, board pass rate, employment rate). The page only provides general program information and accreditation details. Financial and outcome data would be found on linked sub-pages such as 'Class Profile & Outcomes' or prospective student information pages.",,,,,,https://pt.ecu.edu/,https://pt.ecu.edu/about/applicant-outcomes/,,,,,,,,,,,
193,Elon University,,North Carolina,https://www.elon.edu/u/academics/health-sciences/dpt/,url_found,3,high,https://eloncdn.blob.core.windows.net/eu3/sites/1753/2025/06/2024-dpt-student-financial-fact-sheet-Elon.pdf,Elon University DPT financial fact sheet,,2025,valid,,151986,2024,44899,3879,,https://www.elon.edu/u/academics/health-sciences/dpt/,https://www.elon.edu/u/academics/health-sciences/dpt/outcomes/graduate-outcomes/,,,,,True,36,len+cost:pt-student-financial-fact-sheet-Elon.pdf,total,"Year 1: $49,795 + Year 2: $50,104 + Year 3: $52,087",,
196,High Point University,,North Carolina,http://www.highpoint.edu/physicaltherapy/,url_found,3,high,https://www.highpoint.edu/physicaltherapy/files/2023/08/2025-DPT-Student-Financial-Fact-Sheet.pdf,High Point University DPT financial fact sheet,,2023,valid,,191083,2025,53010,5766,,http://www.highpoint.edu/physicaltherapy/,http://www.highpoint.edu/physicaltherapy/accreditationinfo/,,,,,,36,len+cost:025-DPT-Student-Financial-Fact-Sheet.pdf,total,"Year1: $60,576 + Year2: $63,640 + Year3: $66,867",,
197,Methodist University,,North Carolina,https://www.methodist.edu/academics/program/dpt/,url_found,3,high,,Methodist University DPT financial fact sheet,,2022,fetch_failed,no_url,,,,,,https://www.methodist.edu/academics/program/dpt/,https://www.methodist.edu/academics/program/dpt/outcomes/,,,,,,36,"AUDIT_CLEARED: fact_sheet is UNLV 2022, not Methodist University",,,,
190,University of North Carolina at Chapel Hill,,North Carolina,https://www.med.unc.edu/healthsciences/physical/,url_found,3,high,https://www.med.unc.edu/healthsciences/physical/wp-content/uploads/sites/583/2023/01/2023-dpt-student-financial-fact-sheet.pdf,University of North Carolina at Chapel Hill DPT financial fact sheet,,2023,valid,,138663,2025,25448,2538,,https://www.med.unc.edu/healthsciences/physical/,https://www.med.unc.edu/healthsciences/physical/academic-programs/doctor-of-physical-therapy/student-outcomes/,,,,,True,32,cost+len:apta_direct+cost:subcal-therapy/student-financial-fact-sheet|len:subcal-therapy/student-fin,total,"In-state: tuition $66,062 + fees $7,653 + other $26,950",,
192,Western Carolina University,,North Carolina,https://www.wcu.edu/learn/departments-schools-colleges/HHS/pt/,url_found,3,high,https://www.wcu.edu/_files/learn/dpt/DPT_finance_factsheet_2024.pdf,Western Carolina University DPT financial fact sheet,,2024,valid,,87439,2025-2026,8154,6926,,https://www.wcu.edu/learn/departments-schools-colleges/HHS/pt/,https://www.wcu.edu/learn/departments-schools-colleges/HHS/pt/outcomes.aspx,,,,,True,36,cost+len:apta_direct+cost:subHS/pt/resources/2025-2026_Expenses-2.pdf|len:subHS/pt/resources/2025-20,total,"In-state: tuition $23,703 + fees $19,232 + other $3,633",,
195,Wingate University,,North Carolina,https://www.wingate.edu/academics/graduate/physical-therapy,url_found,3,high,https://resources.finalsite.net/images/v1762274966/wingateedu/wingateedu/rsz95ubjkgrzwsc6mor9/DPTstudentfinancialfactsheet-1_1.pdf,Wingate University DPT financial fact sheet,,,valid,,118694,2024-2025,38850,270,,https://www.wingate.edu/academics/graduate/physical-therapy,https://www.wingate.edu/academics/graduate/physical-therapy,,,,,True,36,len+cost:or9/DPTstudentfinancialfactsheet-1_1.pdf,total,38850+38117+38117 tuition + 270+270+270 fees + 1300+1300+200 other,,
191,Winston-Salem State University,,North Carolina,https://www.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/index.html,url_found,3,high,https://ramadmissions.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/neurologic-clinical-residency-program/_files/neuro-residency-financial-factsheet.pdf,Winston-Salem State University DPT financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it does not contain financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate). The page describes the program, facilities, and accreditation but lacks the specific data required.",40684,2025,16407,,,https://www.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/index.html,https://www.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/accreditation-and-program-outcomes.html,,,,,,36,cost+len:apta_direct+cost:sub_Files/documents/dpt-financial-sheet.pdf|len:sub_Files/documents/dpt-fi,,,,
200,University of Jamestown,,North Dakota,,url_found,3,high,https://www.capteonline.org/globalassets/capte-docs/faculty-and-program-resources/2025-dpt-student-financial-fact-sheet.docx,University of Jamestown DPT financial fact sheet,,2025,fetch_failed,no_url,,,,,,,,,,,,,,cost+len:fact_sheet_stale,,,,
199,University of Mary,,North Dakota,https://www.umary.edu/academics/graduate-programs/physical-therapy,url_found,3,high,https://www.umary.edu/sites/default/files/2022-07/DPT-student-financial-fact-sheet.pdf,University of Mary DPT financial fact sheet,,2022,valid,,104231,2025,34307,3684,,https://www.umary.edu/academics/graduate-programs/physical-therapy,https://catalog.umary.edu/preview_entity.php?catoid=7&ent_oid=196&returnto=717,,,,,,30,len+cost:-07/DPT-student-financial-fact-sheet.pdf,total,"Y1: $37,494 + Y2: $37,424 + Y3: $25,013 = $104,231",,
198,University of North Dakota,,North Dakota,https://med.und.edu/education-training/physical-therapy/index.html,url_found,3,high,https://med.und.edu/education-training/physical-therapy/_files/residency-sports/docs/financial-fact-sheet-sports.pdf,University of North Dakota DPT financial fact sheet,,,confirmed_landing,"Page is a general overview/landing page for UND's DPT program with minimal outcome data. While it mentions a 92% national exam first time pass rate for 2024 graduates, it lacks tuition, fees, total program cost, graduation rate, and employment rate data. Financial information appears to be on a linked 'CAPTE financial sheet' rather than on this page itself.",73707,2025,34051,,,https://med.und.edu/education-training/physical-therapy/index.html,https://med.und.edu/physical-therapy/overview.html,,,92.0,,,28,cost+len:apta_direct+cost:subct-sheet-updated-20251105_accessible.pdf|len:subct-sheet-updated-202511,total,Parking/Mass-Transit Fees Year 1: $225,,
213,Bowling Green State University,,Ohio,https://www.bgsu.edu/academics/graduate/physical-therapy-doctoral.html,url_found,3,high,https://www.bgsu.edu/health-and-human-services/programs/school-of-physical-and-occupational-therapy/doctor-of-physical-therapy/dpt-fact-sheet.html,Bowling Green State University DPT financial fact sheet,,,valid,,99756,2025,49878,,,https://www.bgsu.edu/academics/graduate/physical-therapy-doctoral.html,https://www.bgsu.edu/health-and-human-services/programs/school-of-physical-and-occupational-therapy/doctor-of-physical-therapy/admissions-and-program-outcome-data.htmlissions-and-program-outcome-data.html,,,,,,24,len+cost:-of-physical-therapy/dpt-fact-sheet.html,total,49878/yr x 2yr,,
201,Cleveland State University,,Ohio,https://health.csuohio.edu/physical-therapy,url_found,3,high,https://my.clevelandclinic.org/-/scassets/files/org/orthopaedics-rheumatology/sports-physical-therapy-fact-sheet.pdf?la=en,Cleveland State University physical therapy financial fact sheet,,,confirmed_landing,"This is a general overview/landing page for Cleveland State University's DPT program. While it confirms the correct school and program, it contains no financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate). Financial and outcome data would be found on linked sub-pages such as the application or prospective student pages.",,2023-2024,,,,https://health.csuohio.edu/physical-therapy,https://health.csuohio.edu/physical-therapy/doctor-physical-therapy-program,,,,,,,cost+len:fact_sheet_stale,total,All program costs $0,,
208,Mount St Joseph University,,Ohio,https://www.msj.edu/academics/graduate-programs/doctor-of-physical-therapy/index.html,url_found,3,high,,Mount St Joseph University DPT financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program landing page, but financial data (tuition, fees, total program cost) is not present on this page. The page references a 'CAPTE DPT Student Financial Fact Sheet' and links to 'Graduate Tuition' and '2025-2026 Graduate Rate Sheet' but does not display the actual financial figures. Outcome data (93% graduation rate, 92% NPTE first-time pass rate, 100% employment rate) is present on this page, but tuition and fees must be extracted from linked pages.",,,,,,https://www.msj.edu/academics/graduate-programs/doctor-of-physical-therapy/index.html,https://www.msj.edu/academics/graduate-programs/doctor-of-physical-therapy/index.html,,,,,,36,"AUDIT_CLEARED: fact_sheet is U Indianapolis, not Mt St Joseph",,,,
204,Ohio State University,,Ohio,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy,url_found,3,high,https://www.isu.edu/media/libraries/physical-therapy/Financial-fact-sheet-2025_2026-Final.pdf,Ohio State University DPT financial fact sheet,,2025,valid,,,2023,,,,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy,100.0,100.0,100.0,True,36,len:sub-physical-therapy/costs-and-scholarships,,,,
203,Ohio University,,Ohio,https://www.ohio.edu/chsp/physical-therapy,url_found,3,high,https://www.ohio.edu/chsp/physical-therapy/graduate/doctor-physical-therapy-financial-fact-sheet,Ohio University DPT financial fact sheet,,,valid,,89011,2024-2025,24270,4791,,https://www.ohio.edu/chsp/physical-therapy,https://www.ohio.edu/chsp/physical-therapy/about/accreditations,,,,,,36,len:or-physical-therapy-financial-fact-sheet,per_year,"$24,270/yr (OOS) x 3yr + fees",12282,yes
